site-3757|Baking Pot occupies the southern side of the Belize River valley. Research has examined residential groups, stone-tool production and the agricultural economy as well as the ceremonial centre. Some surrounding households remained occupied into the Postclassic, after activity in the monumental core diminished. This uneven pattern provides evidence for community continuity beyond the decline of royal institutions, rather than a single moment when the whole settlement was abandoned.
site-0284|Cancuén controlled an important position on the Pasión River and participated in exchange involving jade, obsidian and pyrite. A vast palace associated with Tajal Chan Ahk expresses the wealth of its Late Classic court. Its architecture places unusual emphasis on palatial space rather than great temple pyramids. Evidence of violent deaths near the end of its occupation documents an abrupt political crisis around 800 CE, followed by abandonment.
site-4309|Casa Blanca is part of the Chalchuapa archaeological zone, near Tazumal in western El Salvador. Several structures stand on a broad artificial platform whose construction began in the Late Preclassic. Occupation and ceremonial use changed over time, including later reuse for burials and pilgrimage. The archaeological park preserves only part of the larger complex. Its modern name derives from the coffee estate that occupied the land.
site-4972|Cerros, also called Cerro Maya, developed on a peninsula where the New River enters Chetumal Bay. Its position connected coastal exchange with inland waterways. During the Late Preclassic, residents transformed an earlier village into a monumental centre with temples and plazas. Canals and raised fields record investment in the surrounding landscape. The combination of waterfront location and early ceremonial architecture makes Cerros important for studying the growth of Maya kingship.
site-2069|Chacchoben contains large temple platforms and pyramids in southern Quintana Roo. The settlement began before the Classic period, while much of its prominent architecture belongs to the later first millennium CE. Some buildings preserve traces of red pigment, protected during conservation. Archaeological investigation and restoration have revealed only part of the site, with additional structures remaining beneath vegetation. Its monumental groups show the scale of inland settlement behind the Caribbean coast.
site-0872|El Chal developed in southeastern Petén with an early ceremonial group north of its later urban centre. Its long occupation extended from the Preclassic into the Postclassic, with particular importance during the Late Classic. A large quadrangular residential complex is an unusual feature among southern lowland sites. The shift in the location of principal buildings demonstrates how a city's focus could move while occupation continued in the same broader landscape.
site-1765|Chiapa de Corzo was an early regional centre near the Grijalva River. Its Formative-period platforms, plazas, offerings and elite burials reveal connections with wider Mesoamerican traditions, including Olmec imagery. Its cultural history is often discussed in relation to Mixe-Zoquean populations. This is a peripheral record in the MayaMap inventory, not a reason to label all of its remains Maya. The survey location is retained separately from that cultural distinction.
site-4958|Chinkultic lies in the lake country of eastern Chiapas. Its temples, ballcourt and carved stelae document a Classic-period court with a strong emphasis on rulers presented as warriors. Inscriptions span the later first millennium, while occupation continued into the Postclassic. The site's imagery shares elements with other Usumacinta-region centres but also has distinctive local treatments. Its monuments therefore provide evidence for both regional artistic exchange and a particular royal identity.
site-4998|Cihuatán was a large Early Postclassic city in central El Salvador. Its extensive settlement and ceremonial areas belong to the period following major changes in neighbouring Classic centres. Excavated burnt deposits and abandoned possessions indicate a destructive fire associated with a violent end. The identity of its ruling population remains uncertain. Its presence in the source atlas should not be treated as a definitive cultural classification of the entire city as Maya.
site-1203|Cival was an important Preclassic centre near the Holmul River in eastern Petén. Its raised temples, ceremonial plazas and surviving stucco imagery show that elaborate monumental and religious architecture developed well before the Classic period. Research began as part of investigations of nearby Holmul before the site's earlier significance became clear. The remains help explain the deep history of urban life in a region later occupied by competing Classic kingdoms.
site-2187|Cucá preserves a compact group of structures near Tixpéhual in northern Yucatán. The remains include a low enclosing wall and a temple mound with traces of painted decoration. A raised road crosses the settlement and has been associated with connections toward T'Hó, the ancient city beneath Mérida. The available account places the site in the Postclassic landscape, where movement between established towns was an important part of regional organisation.
site-4988|Cuello records an early farming community in northern Belize. Low plastered platforms supported houses of perishable materials arranged around patios, with burials associated with domestic spaces. An early steam bath and imported obsidian show that ritual practice and wider exchange were present at a comparatively modest settlement. Revised dating places its early occupation around 1200 BCE. The site is valuable for everyday village life, rather than only the histories of later royal cities.
site-1205|Holmul occupied routes connecting inland Petén with the coast and linking northern centres with the highlands. Its strategic position drew it into the networks of Tikal and the Kaan dynasty. Early excavations were also important to archaeology itself, producing a sequence of pottery styles from successive deposits. Later work has expanded understanding of its architecture and political history. Holmul demonstrates how a comparatively modest centre could matter within several intersecting regional systems.
site-1226|Hormiguero's Structure II combines slender ornamental towers with an enormous monster-mouth entrance. This dramatic façade brings together Río Bec and Chenes architectural elements in a single building. Other groups include temples and many structures that remain largely unexcavated. The city's principal flourishing belongs to the Late Classic, around 650–850 CE. Its buildings are especially revealing for the inventive ways regional architects combined height, horizontal mass and sculptural doorways.
site-3562|Ixtontón was a major kingdom in the upper Mopan valley near modern Dolores. Its acropolis occupies a modified limestone hill, with principal buildings arranged around two plazas. The settlement has a long sequence from the Late Preclassic through the Terminal Classic, with some later activity. Its position among rivers, savanna and hill country supported regional connections. Archaeological comparison with Ixkún and Ixtutz helps reconstruct the changing political geography of southeastern Petén.
site-0905|Kinal developed on a plateau above seasonal wetlands in northeastern Petén. Its approaches were strengthened with high platforms and walls during the later Classic centuries. A major building programme in the eighth century reflects the settlement's regional importance after changes at nearby Río Azul. The combination of natural slopes and constructed barriers makes it particularly useful for studying defensive planning, while its monumental remains document substantial investment in a protected urban core.
site-4931|Loltún is a cave system with evidence of human activity extending far earlier than the monumental Maya cities. Paintings, hand images, tools and pottery document different uses of its chambers, while extinct-animal remains belong to a deeper environmental history. Maya communities used the cave for activities including shelter and clay extraction. Its archaeology therefore spans several kinds of evidence that should not all be assigned to one period or function.
site-0864|Machaquilá stood beside a tributary of the Pasión River on routes between the Maya Mountains and western waterways. It flourished in the Late and Terminal Classic, with renewed political activity as the power of Dos Pilas diminished. Shared emblem-glyph associations suggest links with Cancuén, although the exact organisation of that relationship remains debated. Its monuments and ceremonial core preserve the history of a kingdom that gained prominence during regional political change.
site-2116|Muyil, also called Chunyaxché, lies beside the lagoons of the eastern Yucatán. Its steep temple architecture has affinities with Petén traditions, while canals and coastal routes connected the settlement to exchange networks. Finds indicate occupation from the Preclassic through the late pre-Hispanic centuries. The site has also been linked with Cobá. Its combination of inland monumental buildings and access to a lagoon system helps explain the relationship between forest settlements and Caribbean trade.
site-4962|Nadzca'an contains several architectural groups on a raised plateau northeast of Balamkú. Its buildings show changes from Petén-related forms toward Río Bec architecture over a long occupation. Stelae include a reference to Calakmul's emblem, providing evidence of wider political connections. Plazas, a ballcourt and monumental structures make it a substantial Classic centre. The separate groups reveal a dispersed urban arrangement rather than a single compact temple precinct.
site-5030|Nakum stands near the Holmul River within the Yaxhá–Nakum–Naranjo region. Its monumental architecture includes a well-preserved temple roof comb and extensive palatial groups. The city flourished in the later Classic centuries, when river routes supported communication and exchange. Archaeological work examines how its growth related to the changing fortunes of larger neighbouring kingdoms. The source survey point is approximate; the archaeological narrative describes the wider settlement rather than a precise visitor entrance.
site-4987|Nohmul preserves evidence of several phases of occupation in northern Belize, including renewed construction after an earlier decline. Later buildings show forms associated with northern Yucatán, suggesting changing regional connections. Its position near the Hondo River gave it access to important routes. Much of the principal pyramid was destroyed during road-material extraction in 2013, a major loss of archaeological fabric. The remaining record includes the wider settlement as well as the damaged monument.
site-5079|El Palmar was a substantial city in southeastern Campeche with a long history of monumental construction and regional diplomacy. The Guzmán Group is particularly important for evidence concerning officials known as lakam, whose roles included representing the court in wider political networks. Hieroglyphic records help connect a residential group with events beyond the city. This account belongs to the Campeche settlement; several other survey records share the name El Palmar.
site-5028|Plan de Ayutla occupies a hilly setting in the upper Usumacinta region. Its architectural complexes include evidence interpreted as a space for elite theatrical performance, adding to the better-known palatial and ceremonial remains. The site's ancient identity has been debated, with different proposed links to names found in inscriptions elsewhere. Those identifications remain distinct from the securely located archaeological remains. Its monumental plan is therefore presented without assigning an uncertain ancient kingdom name as fact.
site-0270|El Porvenir lies near the Usumacinta and has been interpreted as a point where travellers carried watercraft overland to avoid difficult river passages. This proposed transport role connects the site to the practical geography of river exchange. An inscribed fragment names Ha' K'in Xook, a ruler of nearby Piedras Negras, indicating a relationship with that court. The route interpretation is attributed to research rather than treated as an independently established function of every structure.
site-4358|El Puente was a Maya centre in the Florida valley of northwestern Honduras. Its ceremonial and residential remains include pyramids, terraces and plazas, with a settlement history extending through the Classic period. Archaeological research places it within the wider political landscape of Copán and neighbouring communities. The site broadens the atlas beyond the great Copán centre, showing the smaller courts and settlements that occupied the southeastern edge of the Maya world.
site-3327|Sacul was a Classic Maya kingdom in the hilly upper Mopan region of southeastern Petén. Its monuments preserve evidence of local rulers and interaction with neighbouring kingdoms. Ceremonial buildings and plazas occupy the valley landscape, while routes through the Maya Mountains connected the community to other centres. Its political history is best understood alongside Ixkún and Ixtontón, rather than as an isolated collection of mounds.
site-4999|San Andrés was a major political and ceremonial centre in the Zapotitán valley during the Late Classic. An acropolis joined pyramids with spaces associated with the ruling elite, while the northern area included the large structure called La Campana. Earlier occupation and later rebuilding reflect a landscape repeatedly affected by volcanic activity. The archaeological account concerns the Salvadoran centre; other survey records called San Andrés remain separate.
site-4957|San Gervasio is a major settlement in the interior of Cozumel. Its location over a dependable groundwater source helped sustain occupation, and its buildings expanded through the Classic and Postclassic periods. The island was an important destination for pilgrimage associated with Ix Chel, alongside its role in Caribbean exchange. Connected architectural groups preserve civic, residential and religious spaces, placing the site within both the island's local history and the wider coastal Maya world.
site-3355|Tamarindito was an established centre in the Petexbatún region before the rise of Dos Pilas. Its hilltop position overlooks lakes and surrounding routes. Inscriptions document a local dynasty, while an excavated royal tomb contained rich offerings. After subordination to Dos Pilas, Tamarindito participated in its defeat during the eighth century. The settlement's subsequent decline shows that victory over an overlord did not prevent the wider political and demographic disruption of the region.
site-1167|El Temblor is a compact settlement southeast of Tikal, with three principal groups arranged along a north–south line. A hilltop pyramid, palatial remains, platforms and a subterranean storage chamber form part of the recorded architecture. A damaged stela connects the site to the written history of smaller Petén centres. Looting has affected both buildings and monuments, making earlier documentation especially important for understanding remains that have since been altered or removed.
site-0283|Tres Islas is a small settlement on the Pasión River whose three stelae and altar carry disproportionate historical importance. Dated Early Classic monuments connect it with emblems later associated with Cancuén and Machaquilá. Their arrangement also recalls the spatial pattern of an E-Group ceremonial complex. The site helps trace the earlier history of regional rulership and exchange before the larger Late Classic centres took their better-known forms.
site-4992|Uxbenká was an early political centre in southern Belize. Its public buildings occupy modified hilltops, with residential groups dispersed across the surrounding terrain. Carved stelae preserve dates and traces of royal history despite considerable weathering. Survey and landscape research connect the monumental centre with its households and farming areas. Comparison with Nim Li Punit and Lubaantún shows that southern Belize contained several distinct communities with different histories of growth.
site-2119|Xelhá was a coastal settlement and port linked to inland centres, particularly Cobá. Evidence spans the Classic and Postclassic, with many visible structures rebuilt in the later period. Its inlet supported maritime exchange and later became a landing place for Spanish expeditions. The ancient settlement should be distinguished from the modern attraction using the same name: the archaeological record concerns the buildings, inscriptions and occupation associated with the historic port.
site-0907|Xultún contains temples, ballcourts, stelae and reservoirs in northern Petén. A painted room preserves court figures alongside calendrical calculations, offering rare evidence of the work of Maya specialists in a built setting. The images and notations connect political life with knowledge of lunar cycles. Its broader settlement and nearby quarries also record the material effort behind urban construction. Research at Xultún is closely connected with investigations of neighbouring San Bartolo.
site-3371|San Bartolo preserves Late Preclassic murals beneath later construction in the Las Pinturas complex. Their imagery and early writing provide rare evidence of Maya religious narrative and royal ideology before the Classic period. Other groups include temples and an early royal burial. Research is closely linked with nearby Xultún. This account refers to San Bartolo in Petén, rather than the unrelated record bearing the same name in Oaxaca.
site-0991|Bakná is a little-studied Puuc-region settlement in Campeche. Carved monuments provide more specific evidence than the limited published architectural history. A well-known column depicts the aged deity conventionally called God L together with K'awiil, connecting the site's sculpture to wider Maya religious imagery. The available record supports discussion of those monuments, but a detailed sequence of local rulers and building phases remains uncertain.
site-0073|Chunlimón is identified in the reference literature as a Maya archaeological settlement in the Hopelchén area of Campeche, east of Kankabchén. The short published account adds a regional identification but little historical narrative. The atlas retains its survey position and original bibliography for further study. No particular dynasty, monument name or occupation date has been added without more substantive documentation.
site-1229|Dzibilnocac developed in the Chenes region near modern Vicente Guerrero. Its principal palace-temple combines a long range of vaulted rooms with towers and elaborate mask decoration. A longer occupation preceded its Late Classic flourishing. The visible architecture exemplifies the region's interest in turning façades and entrances into large sculptural compositions. Much of the wider settlement remains represented by mounds, so the best-known building is only part of the ancient city.
site-5187|Ichkabal is an extensive ancient settlement in the forest west of Bacalar, near Dzibanché. Large platforms and pyramidal complexes document substantial monumental construction beginning before the Classic period. Its proximity and architectural connections place it within the wider history of southern Quintana Roo and the Kaan dynasty's region. The scale of the principal groups is especially notable, while much of the broader urban landscape requires archaeological investigation beyond its most visible monuments.
site-0867|Ixtutz occupied the Poxte River valley in the Maya Mountains and was an important centre in the Dolores region. It competed with neighbouring kingdoms during the Late Classic while maintaining connections toward southwestern Petén, including Dos Pilas and Machaquilá. Its occupation began earlier and continued into the Terminal Classic. The site's position helps explain the interaction between local valley politics and the larger kingdoms beyond the mountains.
site-2908|La Joyanca lies south of the San Pedro Mártir River in northwestern Petén. It experienced a long occupation, with substantial population growth and construction during the Late Classic. Archaeological work on its ceremonial and residential groups has contributed to understanding settlement organisation in this part of the lowlands. Its investigation also connects with studies at Zapote Bobal and Pajaral, allowing local histories to be considered together rather than only through the larger eastern kingdoms.
site-1433|La Mar occupied hills overlooking the Santo Domingo valley in Chiapas. Its fortifications controlled approaches from lower ground, and inscriptions connect its rulers with the conflicts of the Usumacinta region. During the eighth century it allied with Piedras Negras and participated in campaigns against Pomoná. The named ruler Parrot Chaak appears in that wider written record. La Mar illustrates how smaller courts took active roles in regional alliances and warfare.
site-3543|El Meco was a coastal settlement north of modern Cancún that became important in Postclassic maritime exchange. Its principal pyramid, known as El Castillo, overlooks a ceremonial plaza with smaller shrines and platforms. The position facing the sea connects its architecture with the movement of people and goods along the coast. Earlier occupation preceded its later expansion, placing the site within the changing network of northern Quintana Roo ports.
site-0609|Monte Alto belongs to the Pacific-side archaeological landscape of Guatemala. It is especially known for rounded stone sculptures conventionally called potbellies and for large carved heads. These monuments are important to discussions of early sculptural traditions in southern Mesoamerica. Their cultural attribution and relationship to neighbouring societies require care; inclusion in the MayaMap survey does not by itself establish that every monument represents a specifically Maya tradition.
site-1721|Moxviquil is a smaller archaeological centre near San Cristóbal de las Casas in the Chiapas highlands. Investigations documented a main settlement and nearby burial caves. Its remains have been interpreted in relation to local administration and economic activity, broadening the picture beyond the lowland royal cities. Material recovered during twentieth-century research forms part of the historical record of archaeological work in this highland region.
site-0804|Salinas de los Nueve Cerros developed around an inland source of brine near the Chixoy River. Salt production is central to its archaeology, with working areas and monumental groups distributed around the salt dome and nearby ridge. Its long occupation connects resource extraction with regional exchange between the lowlands and highlands. The name refers to the Nine Hills, while the site's significance lies in the unusual availability of salt away from the coast.
site-1204|La Sufricaya lies close to Holmul in eastern Petén. Its murals and stelae include imagery associated with central Mexican traditions, raising questions about foreign presence and political interaction during the Early Classic. Archaeologists study the site's relationship with Holmul as part of the same broader landscape. The images establish connections, but do not by themselves settle whether those contacts involved visitors, resident outsiders or a particular form of political control.
site-1623|Tenam Rosario was a substantial centre in the eastern Chiapas highlands, with important activity in the Late Classic and into the Early Postclassic. Its remains include ceremonial and residential groups, pyramids and ballcourts. Carved ballcourt markers and other stone monuments provide evidence of local religious imagery and political display. Much of the architecture remains unexcavated, so descriptions of the city depend on survey and recovered monuments as well as standing structures.
site-0056|Tzendales appears in early twentieth-century accounts of the Lacandon forest. Alfred Tozzer described substantial buildings and a carved stela near the Tzendales River, but later literature notes uncertainty about the precise location and condition of the remains. This atlas preserves the historical survey point rather than presenting it as a recently verified position. The entry is useful as a documentary record, with its geographic uncertainty made explicit.
site-2467|Xkipché is a Puuc-region settlement south of Uxmal whose best-known structure is a substantial two-storey palace. Its rooms and façades form part of a broader group of Classic-period buildings. Burials and human remains have also been studied for evidence of differences within the community. Early documentation by Teobert Maler is significant because later research had to relocate and reassess structures that had received little attention for many years.
site-1495|Xupá is a Classic centre in the Palenque region near the Chacamax River. Its temple decoration has strong affinities with Palenque's architectural and sculptural traditions. Early explorers recorded a finely incised stone panel that was subsequently removed, illustrating the importance of historical documentation for monuments no longer in place. The site was smaller than initial reports suggested, but its surviving and recorded imagery contributes to the study of Palenque's wider cultural sphere.
site-2707|Yo'okop, also written Okop, occupies the Cochuah region of central Quintana Roo beside a shallow lake. Ceramics and architecture indicate a long occupation from the Formative through the Postclassic. Its large, partly vegetation-covered structures reveal a more substantial urban centre than its limited early investigation suggested. Archaeological work here helps fill the geographic gap between the better-known northern cities and the monumental centres farther south.
site-2252|Yulá is a recorded archaeological settlement south of Chichén Itzá in northern Yucatán. The available external account establishes its proximity to that major centre but provides little detail on its buildings or chronology. The survey record and bibliography are preserved for further research. Its location within the broader Chichén landscape is useful context, but does not alone establish political dependence or a shared period of occupation.
site-5000|Joya de Cerén preserves a farming village rapidly buried by volcanic ash around 600 CE. Houses, storage spaces, working areas and plant remains offer unusually detailed evidence of daily life outside a royal court. The material was left in place as people departed, allowing archaeologists to study household activities and cultivation together. Recorded simply as Ceren in the source inventory, it is one of the most informative sites for the lives of ordinary Maya communities.
site-1201|El Zotz lies west of Tikal in a landscape of cliffs, caves and seasonal wetlands. Its modern name refers to the bats associated with nearby cave systems. The Classic settlement contains temple groups and many unexcavated structures, including the prominent El Diablo complex. Its court's history intersects with the political networks of central Petén. The historical survey coordinate is retained; published locations vary, so the map point should be read as approximate.
site-0099|Yaxuná was linked to Cobá by an exceptionally long raised road crossing the northern Yucatán. Its earlier architecture includes triadic groups, while later rebuilding and fortifications reflect changing political relationships. The settlement stood south of Chichén Itzá and became involved in the competition between that centre and Cobá. Its long occupation makes it useful for tracing how road connections, royal monuments and defensive construction changed over time within the same city.
site-2701|This Belizean survey record relates to El Pilar, the extensive Maya centre that crosses the modern Belize–Guatemala border. Its numerous plazas and surrounding settlement have been studied together with agricultural land and forest resources. Work led by Anabel Ford emphasises the relationship between households and the managed landscape. The atlas also retains separate Guatemalan records for this border area; their different survey coordinates should not be mistaken for precise limits of independent cities.
site-2746|This Guatemalan record marks the El Pilar archaeological landscape near the Belize border. The ancient centre contains many plazas and substantial buildings within a broader area of settlement and farmland. Its modern archaeological reserve spans both countries, reflecting a landscape that predates the international boundary. Separate source records preserve different surveyed positions around the complex. The account concerns that shared centre, while this particular map marker retains the original Petén coordinate and bibliography.
site-2695|Actun Tunichil Muknal preserves a Maya ceremonial landscape inside a river cave in Belize’s Cayo District. Pottery, stone objects and human remains occur in upper chambers, where mineral deposits have encrusted many ancient offerings. Some vessels were deliberately perforated, helping archaeologists distinguish ritual deposits from ordinary household refuse. The cave shows how Maya sacred places extended beyond built temples into subterranean spaces shaped by water and limestone. Its fragile deposits require careful conservation.
site-0278|La Amelia was a small Late Classic centre in Guatemala’s lower Pasión region, linked politically to the kingdom ruled from Dos Pilas and later Aguateca. Its carved stairway and panels preserve unusually specific evidence for local rulership during that kingdom’s final decades. Inscriptions name Lachan K’awiil Ajaw Bot and record ceremonies in the early ninth century. Monument building continued into AD 807, making La Amelia an important witness to political activity shortly before the regional settlement system broke apart.
site-0587|Balberta grew into a major Early Classic centre on Guatemala’s Pacific coastal plain, reaching its strongest phase around AD 200–400. Its architecture remains especially informative because extensive later construction did not cover the early monumental core. Imported green obsidian and ceramic cacao-bean effigies point to exchange with central Mexico. Cacao has been proposed as a valuable export, although trade evidence alone does not establish direct Teotihuacan control. The centre declined around AD 400 as nearby Montana rose in importance.
site-0444|Cerro Quiac occupies a steep highland ridge overlooking the Plains of Urbina near Cantel, Guatemala. Two modest architectural groups and eroded stone sculptures distinguish this small ceremonial place from the great lowland cities. Archaeological ceramics and colonial accounts connect its history to the Postclassic highlands and relations between Mam and K’iche’ communities. Local traditions attach additional meanings to the hill, which remains a place of Maya ritual; those traditions should be distinguished from excavated evidence.
site-5010|Chacmultun spreads across hills and terraces in the Puuc region of Yucatán. Its principal groups include Chacmultun, Cabalpak and Xetpol, with buildings positioned to accentuate their height above the surrounding terrain. Decorated masonry friezes identify the Puuc architectural tradition, while traces of painted interiors add another dimension to the surviving stonework. The reddish appearance of its buildings gives the site its modern name. Occupation began before its Late Classic architectural flowering and continued into later centuries.
site-0501|Chocolá was an important Preclassic settlement beneath Guatemala’s volcanic highlands, with much of its development between about 1000 BC and AD 200. Excavations revealed monumental platforms, residential areas and a sophisticated network of stone-lined water channels. These works connected settlement planning with the management of abundant local water. Cacao residues in ancient vessels support discussion of cacao cultivation and exchange, although the scale of that economy remains a research question. A modern community now overlaps the archaeological settlement.
site-0217|Chutixtiox is a fortified Postclassic settlement above the Río Negro near Sacapulas. Cliffs protect three sides, while a narrow approach, ditch and masonry defences controlled access to its plaza and acropolis. Ceramics and architectural changes indicate growing connections with the K’iche’ capital at Q’umarkaj during its later occupation. The site’s layout combines temples, long buildings and a ballcourt in a constrained hilltop setting, making it useful for studying both local traditions and expanding highland political influence.
site-2878|Holtun, also recorded as La Máquina, occupies a limestone ridge in eastern Petén. Monumental stucco masks, a triadic acropolis and an E-Group complex reveal substantial Preclassic ceremonial investment. Residential construction and rebuilding continued into the Classic period. Numerous chultuns cut into the bedrock add evidence for how inhabitants adapted the ridge to settlement needs. Reports of looting prompted official investigation in 1994; subsequent surveys and excavations have greatly expanded the mapped settlement beyond the first recorded buildings.
site-3567|Ixlú stands between Lakes Petén Itzá and Salpetén, where river access made it an important port. Its long occupation culminated in a substantial Postclassic settlement associated with the Kowoj region. Earlier ballcourts, sculpted monuments and a twin-pyramid complex preserve a different layer of Classic-period history. The Temple of the Hidden Jars takes its name from covered vessels placed in concealed niches. Together, these remains show that the Petén lakes continued supporting active communities long after many Classic royal centres declined.
site-2493|Kiuic is a Puuc settlement with evidence of occupation reaching back to around 800 BC and a major architectural flowering in the Late Classic period. Palaces, pyramidal platforms and courtyards form groups including Yaxché, Chulul and Kuche. Investigations of the Yaxché plazas have helped establish the community’s long sequence before its later abandonment. Its relatively well-preserved residential and ceremonial remains make Kiuic valuable for examining daily life and settlement change alongside the region’s more famous monumental centres.
site-0022|Limones preserves a Classic-period stepped pyramid within the modern town of the same name in southern Quintana Roo. Much of the associated settlement remains buried, so the visible monument represents only part of the archaeological record. Its rounded architectural corners have been compared with nearby Chacchoben. That resemblance suggests regional connections but does not, by itself, prove political dependence. The site offers a compact example of Maya monumental architecture surviving within a continuously changing inhabited landscape.
site-0070|Pusilhá was a Late Classic kingdom in southern Belize, positioned between river routes linking the central lowlands and the southeastern Maya region. Its inscribed monuments preserve rulers, ceremonies and dynastic history on a scale unusual for a smaller centre. Research has challenged the assumption that such settlements must have been absorbed by powerful neighbours, finding evidence for political independence. Investigations began with a British Museum expedition in 1927, which removed several stelae; later work has examined the city’s architecture, households and regional exchange.
site-0878|Topoxté occupies islands in Lake Yaxhá and is especially significant for the Postclassic Kowoj Maya. Earlier occupation extended back into the Preclassic, but its later temples and open halls demonstrate the continuing vitality of the Petén lakes after the decline of many Classic cities. Architecture and ceramics reveal connections with northern Yucatán, including Mayapán. Changing lake levels alter the islands’ relationship to the shore, reminding visitors that the settlement’s defensive and transport setting depended on a dynamic waterscape.
site-5127|Uxul was a substantial city southwest of Calakmul, with occupation beginning in the Preclassic and major growth during the Classic period. Inscriptions connect its ruling elite to Calakmul’s Kaanul dynasty, including a panel depicting a Calakmul king in a ballgame setting. Palace burials and ceramic offerings provide evidence for differences in elite status. Large engineered reservoirs reveal another side of urban life: the labour and planning required to store water through the seasonal dry months of the interior lowlands.
